CustomerID,Recency,Frequency,Monetary,Diversity,Cluster,Segment
13146,26,1,228.91,16,0,Potential Loyalists
13147,10,4,712.8,1,0,Champions
13148,29,12,3707.12,231,3,Champions
13149,14,4,1676.06,76,1,Champions
13151,296,1,1257.8700000000001,73,1,Lost / At Risk
13153,6,1,486.22,15,0,Potential Loyalists
13155,33,4,971.76,67,1,Champions
13157,49,4,1741.22,69,1,Champions
13158,95,4,1201.06,59,1,Loyal Customers
13159,9,4,1437.85,114,3,Champions
13160,22,1,91.8,4,2,Potential Loyalists
13161,313,1,112.75,8,2,Lost / At Risk
13162,122,4,1688.29,74,1,Loyal Customers
13165,46,2,1021.48,40,1,Champions
13166,283,1,417.2,39,2,Lost / At Risk
13167,19,4,791.33,51,1,Champions
13168,36,4,1319.19,102,1,Champions
13169,64,2,712.88,11,2,Loyal Customers
13170,27,1,116.00999999999999,29,0,Potential Loyalists
13171,22,3,468.41,37,0,Potential Loyalists
13173,4,2,353.65000000000003,41,0,Potential Loyalists
13174,16,3,2817.03,228,3,Champions
13176,46,1,492.84,66,0,Potential Loyalists
13177,65,1,282.45,17,2,Need Attention
13178,26,11,5725.47,95,3,Champions
13182,45,1,121.18,11,2,Potential Loyalists
13183,8,9,3957.78,51,3,Champions
13184,15,10,1701.29,138,3,Champions
13185,268,1,71.4,1,2,Lost / At Risk
13186,40,3,1575.89,69,1,Champions
13187,337,1,236.02,37,2,Lost / At Risk
13188,11,1,114.6,2,0,Potential Loyalists
13189,19,2,260.68,29,0,Potential Loyalists
13192,95,2,911.94,57,1,Loyal Customers
13193,61,1,117.88,22,2,Need Attention
13194,136,1,60.7,3,2,Lost / At Risk
13196,11,4,1797.78,97,3,Champions
13198,10,6,3401.2400000000002,199,3,Champions
13199,4,38,9817.12,48,3,Champions
13200,19,4,870.09,42,0,Champions
13203,10,4,869.46,56,0,Champions
13207,15,2,250.26000000000002,7,0,Potential Loyalists
13208,59,6,1223.9,124,1,Loyal Customers
13209,30,8,5891.61,255,3,Champions
13210,94,1,353.48,22,2,Lost / At Risk
13211,10,3,1197.42,45,0,Champions
13212,20,3,788.08,128,1,Champions
13213,57,5,1520.58,82,1,Loyal Customers
13216,268,1,333.74,5,2,Lost / At Risk
13217,122,3,533.98,3,2,Lost / At Risk
13218,127,1,62.64,5,2,Lost / At Risk
13220,78,4,819.2900000000001,18,1,Loyal Customers
13221,240,2,847.41,62,1,Loyal Customers
13223,200,2,163.2,5,2,Lost / At Risk
13224,60,2,2155.95,101,1,Loyal Customers
13225,3,7,6463.84,23,3,Champions
13226,273,1,108.21000000000001,16,2,Lost / At Risk
13227,202,1,257.7,9,2,Lost / At Risk
13228,81,1,358.0,2,2,Lost / At Risk
13229,226,1,160.95,10,2,Lost / At Risk
13230,4,14,2806.97,393,3,Champions
13232,13,7,1357.6,147,3,Champions
13233,74,2,605.12,43,1,Need Attention
13235,212,1,1031.07,53,1,Lost / At Risk
13236,25,2,744.85,34,0,Champions
13238,17,4,700.73,20,0,Champions
13239,262,1,329.56,21,2,Lost / At Risk
13240,96,4,663.65,59,1,Lost / At Risk
13242,112,3,270.40000000000003,12,2,Lost / At Risk
13243,203,1,600.07,56,1,Lost / At Risk
13244,93,1,121.74000000000001,27,2,Lost / At Risk
13245,51,1,430.5,16,2,Potential Loyalists
13246,18,6,1987.3,110,3,Champions
13247,18,4,501.12,18,0,Potential Loyalists
13248,125,2,465.68,25,2,Lost / At Risk
13249,92,3,711.41,21,1,Loyal Customers
13253,157,2,1030.4,35,1,Loyal Customers
13255,9,2,399.51,13,0,Potential Loyalists
13258,12,3,698.5799999999999,28,0,Champions
13259,62,1,292.32,77,1,Need Attention
13260,61,1,557.62,8,2,Need Attention
13261,269,2,944.1,8,2,Loyal Customers
13262,263,1,200.29,11,2,Lost / At Risk
13263,1,35,7454.07,450,3,Champions
13265,53,5,2107.66,66,1,Loyal Customers
13266,11,12,3834.2599999999998,82,3,Champions
13267,3,19,4521.49,88,3,Champions
13268,18,11,3214.69,257,3,Champions
13269,1,15,5346.2300000000005,177,3,Champions
13270,366,1,590.0,1,2,Lost / At Risk
13271,37,1,217.38,79,0,Potential Loyalists
13272,31,2,276.56,15,0,Potential Loyalists
13273,113,1,138.98,16,2,Lost / At Risk
13276,64,2,590.9300000000001,30,1,Need Attention
13277,16,4,258.4,5,0,Potential Loyalists
13278,41,1,542.73,46,0,Potential Loyalists
13279,78,1,137.75,9,2,Lost / At Risk
13280,122,3,814.86,67,1,Loyal Customers
13282,18,3,1132.14,29,0,Champions
13283,60,2,93.66,7,2,Need Attention
13284,331,1,201.19,13,2,Lost / At Risk
13285,23,4,2709.12,157,1,Champions
13291,156,1,361.11,41,2,Lost / At Risk
13292,39,2,578.94,29,0,Potential Loyalists
13294,190,2,873.74,48,1,Loyal Customers
13295,360,1,201.20000000000002,10,2,Lost / At Risk
13296,137,1,87.4,5,2,Lost / At Risk
13297,8,4,2089.85,52,3,Champions
13298,1,1,360.0,2,0,Potential Loyalists
13299,268,1,142.5,5,2,Lost / At Risk
13300,169,1,371.89,20,2,Lost / At Risk
13301,104,4,618.09,75,1,Lost / At Risk
13302,155,1,63.75,1,2,Lost / At Risk
13304,351,1,300.42,21,2,Lost / At Risk
13305,4,10,2000.86,50,3,Champions
13307,120,1,15.0,1,2,Lost / At Risk
13308,23,3,1385.51,49,1,Champions
13309,7,5,1456.79,82,3,Champions
13310,28,3,1132.03,65,1,Champions
13311,4,2,598.57,25,0,Potential Loyalists
13313,22,5,1555.3200000000002,47,1,Champions
13314,2,3,775.94,55,0,Champions
13316,37,4,5977.73,66,1,Champions
13317,66,6,2273.68,100,1,Loyal Customers
13318,1,3,640.76,14,0,Potential Loyalists
13319,5,26,10845.550000000001,209,3,Champions
13320,78,4,1548.7,77,1,Loyal Customers
13321,72,2,567.36,10,2,Need Attention
13322,17,1,199.48000000000002,25,0,Potential Loyalists
13323,3,5,787.85,6,0,Champions
13324,36,10,7121.95,25,3,Champions
13325,82,1,675.3,12,2,Lost / At Risk
13327,39,8,3627.77,74,3,Champions
13328,316,1,1308.48,17,2,Lost / At Risk
13329,32,2,789.0,16,0,Champions
13330,93,3,1140.93,37,1,Loyal Customers
13332,14,1,350.90000000000003,21,0,Potential Loyalists
13334,82,3,3536.82,207,1,Loyal Customers
13336,77,1,795.12,51,1,Lost / At Risk
13338,158,1,487.02,19,2,Lost / At Risk
13339,201,1,860.12,54,1,Lost / At Risk
13340,45,7,10736.48,128,3,Champions
13341,261,1,775.85,42,2,Lost / At Risk
13343,178,1,353.43,19,2,Lost / At Risk
13344,68,3,2543.7200000000003,115,1,Loyal Customers
13345,288,1,389.5,20,2,Lost / At Risk
13347,70,1,341.36,8,2,Need Attention
13348,64,1,233.76000000000002,14,2,Need Attention
13349,11,1,247.32,16,0,Potential Loyalists
13350,16,2,979.12,36,0,Champions
13351,66,1,373.94,16,2,Need Attention
13352,60,1,397.98,24,2,Need Attention
13354,71,1,743.53,51,1,Need Attention
13355,122,1,674.7,32,2,Lost / At Risk
13356,80,1,768.24,42,1,Lost / At Risk
13357,257,1,609.95,85,1,Lost / At Risk
13358,269,1,439.03000000000003,29,2,Lost / At Risk
13359,64,1,439.56,23,2,Need Attention
13362,9,4,3090.7400000000002,128,3,Champions
13363,18,2,992.5,47,0,Champions
13364,71,1,134.96,10,2,Need Attention
13365,34,2,2225.37,122,1,Champions
13366,50,1,56.16,1,2,Potential Loyalists
13368,257,2,623.4,29,2,Lost / At Risk
13369,366,1,308.28000000000003,14,2,Lost / At Risk
13370,372,1,754.87,39,2,Lost / At Risk
13372,90,1,378.64,23,2,Lost / At Risk
13373,61,3,3312.25,135,1,Loyal Customers
13375,89,1,778.65,37,1,Lost / At Risk
13376,99,3,1019.76,45,1,Loyal Customers
13379,26,3,572.56,85,1,Potential Loyalists
13381,32,6,3639.31,77,3,Champions
13382,281,1,222.99,15,2,Lost / At Risk
13384,31,7,4151.93,123,3,Champions
13385,330,1,534.57,35,2,Lost / At Risk
13388,131,2,677.1,35,1,Loyal Customers
13389,11,3,797.96,50,0,Champions
13390,75,1,544.08,13,2,Need Attention
13391,204,1,59.8,1,2,Lost / At Risk
13394,2,8,2520.02,124,3,Champions
13395,185,1,307.72,21,2,Lost / At Risk
13396,29,2,1360.99,42,1,Champions
13397,73,5,1544.13,28,1,Loyal Customers
13398,192,1,457.34000000000003,26,2,Lost / At Risk
13402,127,2,621.23,32,1,Lost / At Risk
13403,18,1,75.0,3,2,Potential Loyalists
13404,1,2,252.49,11,0,Potential Loyalists
13405,74,3,572.451,25,1,Need Attention
13408,2,62,28117.04,234,3,Champions
13410,24,5,1003.06,15,0,Champions
13411,107,1,213.55,17,2,Lost / At Risk
13414,134,3,1390.5,23,1,Loyal Customers
13416,44,2,712.5,11,0,Champions
13417,5,2,640.83,26,0,Potential Loyalists
13418,12,18,6127.43,223,3,Champions
13419,64,1,221.06,16,2,Need Attention
13420,150,2,159.85,8,2,Lost / At Risk
13421,40,2,1851.08,88,1,Champions
13422,64,1,2626.3,127,1,Need Attention
13425,108,3,1624.21,66,1,Loyal Customers
13426,1,10,3641.32,103,3,Champions
13427,19,3,582.6,25,0,Potential Loyalists
13428,10,1,218.47,70,0,Potential Loyalists
13429,11,4,1006.8,55,0,Champions
13430,19,2,679.45,48,0,Champions
13431,67,2,1269.1,44,1,Loyal Customers
13434,74,2,534.24,9,2,Need Attention
13435,5,7,3809.89,68,3,Champions
13436,2,1,196.89,12,0,Potential Loyalists
13437,14,7,3408.06,143,3,Champions
13439,255,1,283.71,54,2,Lost / At Risk
13441,92,1,296.64,13,2,Lost / At Risk
13447,23,3,1129.14,55,1,Champions
13448,17,6,3539.3700000000003,137,3,Champions
13449,24,1,291.88,19,0,Potential Loyalists
13450,27,6,2043.72,32,1,Champions
13451,26,5,2976.15,315,3,Champions
13452,259,2,590.0,1,2,Lost / At Risk
13453,166,2,356.98,16,2,Lost / At Risk
13455,25,2,1058.34,42,0,Champions
13456,18,6,1766.72,43,1,Champions
13458,7,14,9646.57,242,3,Champions
13460,29,2,183.44,16,0,Potential Loyalists
13461,39,3,1445.0,14,1,Champions
13462,253,1,151.5,9,2,Lost / At Risk
13464,58,1,674.68,41,1,Need Attention
13466,184,1,307.90000000000003,17,2,Lost / At Risk
13467,11,2,1083.71,89,0,Champions
13468,2,37,5704.97,184,3,Champions
13470,99,2,165.0,7,2,Lost / At Risk
13471,1,4,2531.58,214,3,Champions
13473,61,2,422.64,21,2,Need Attention
13474,236,1,229.59,59,2,Lost / At Risk
13475,191,4,1431.78,64,1,Loyal Customers
13476,179,2,1238.47,56,1,Loyal Customers
13477,38,6,1454.58,57,1,Champions
13479,201,2,300.95,14,2,Lost / At Risk
13481,46,5,1804.56,98,1,Champions
13482,232,1,184.64000000000001,11,2,Lost / At Risk
13483,66,1,140.34,10,2,Need Attention
13484,241,1,313.8,8,2,Lost / At Risk
13485,233,1,454.24,23,2,Lost / At Risk
13486,78,3,1122.41,69,1,Loyal Customers
13487,58,3,575.4,26,1,Need Attention
13488,17,13,8968.31,271,3,Champions
13489,105,4,449.52,11,2,Lost / At Risk
13491,52,10,1215.82,73,1,Loyal Customers
13492,136,3,1269.84,38,1,Loyal Customers
13493,275,2,618.63,6,2,Lost / At Risk
13494,312,1,316.26000000000005,18,2,Lost / At Risk
13495,8,5,2044.8700000000001,34,3,Champions
13496,11,2,653.33,28,0,Potential Loyalists
13497,283,2,348.05,19,2,Lost / At Risk
13499,18,5,1159.1100000000001,31,1,Champions
13500,23,3,1166.77,60,1,Champions
13501,288,1,1340.32,52,1,Lost / At Risk
13502,17,3,292.0,17,0,Potential Loyalists
13503,71,1,216.85,17,2,Need Attention
13504,64,1,295.93,22,2,Need Attention
13505,73,4,4393.63,182,1,Loyal Customers
13506,316,2,458.52,26,2,Lost / At Risk
13507,3,4,2479.16,146,3,Champions
13508,244,1,110.97,12,2,Lost / At Risk
13509,9,7,979.72,27,0,Champions
13510,1,4,1791.56,86,3,Champions
13512,261,1,251.21,15,2,Lost / At Risk
13513,127,1,205.1,10,2,Lost / At Risk
13514,74,1,152.20000000000002,4,2,Need Attention
13515,73,4,891.12,50,1,Loyal Customers
13516,21,3,1389.41,43,1,Champions
13517,60,3,2128.42,125,1,Loyal Customers
13518,86,1,659.44,36,1,Lost / At Risk
13519,78,1,122.75,8,2,Lost / At Risk
13520,59,6,3624.35,49,1,Loyal Customers
13521,1,3,1093.65,313,3,Champions
13522,30,1,125.80000000000001,5,2,Potential Loyalists
13523,33,5,3964.88,157,3,Champions
13524,41,5,680.1800000000001,17,1,Champions
13525,15,2,628.78,5,0,Potential Loyalists
13527,34,7,2287.51,153,3,Champions
13529,79,2,307.76,15,2,Lost / At Risk
13531,205,2,483.8,17,2,Lost / At Risk
13532,34,1,210.31,66,0,Potential Loyalists
13533,183,3,270.79,61,1,Lost / At Risk
13534,2,25,5870.08,119,3,Champions
13536,1,7,3448.29,91,3,Champions
13538,43,7,1280.85,10,1,Champions
13539,86,3,631.34,35,1,Lost / At Risk
13544,40,2,291.41,76,0,Potential Loyalists
13546,12,3,626.99,72,0,Potential Loyalists
13548,96,2,682.41,114,1,Loyal Customers
13549,26,7,918.2,37,1,Champions
13551,319,1,91.80000000000001,4,2,Lost / At Risk
13552,66,12,3740.07,82,3,Loyal Customers
13555,74,4,4149.28,128,1,Loyal Customers
13557,28,2,584.0600000000001,31,0,Potential Loyalists
13558,6,4,605.06,123,0,Potential Loyalists
13560,7,1,174.37,32,0,Potential Loyalists
13561,216,1,141.85999999999999,14,2,Lost / At Risk
13562,82,3,1799.3300000000002,50,1,Loyal Customers
13563,84,2,777.53,49,1,Loyal Customers
13564,144,3,1749.02,68,1,Loyal Customers
13565,19,2,240.22,35,0,Potential Loyalists
13566,41,2,874.71,134,1,Champions
13568,173,1,192.85,41,2,Lost / At Risk
13569,17,2,373.75,73,0,Potential Loyalists
13570,243,1,239.49,27,2,Lost / At Risk
13571,13,12,2092.32,157,3,Champions
13572,206,1,1384.25,32,1,Lost / At Risk
13573,50,2,294.40000000000003,24,0,Potential Loyalists
13575,23,5,732.07,41,1,Champions
13576,10,18,6717.34,78,3,Champions
13577,25,4,1687.6000000000001,61,1,Champions
13579,15,2,467.04,19,0,Potential Loyalists
13581,309,1,118.0,10,2,Lost / At Risk
13583,156,1,781.03,53,1,Lost / At Risk
13584,307,1,142.4,24,2,Lost / At Risk
13587,64,1,712.4,8,2,Need Attention
13588,16,9,2478.95,131,3,Champions
13589,15,2,379.65,21,0,Potential Loyalists
13590,11,6,1981.92,70,3,Champions
13591,65,3,1117.13,56,1,Loyal Customers
13592,36,4,247.95999999999998,15,0,Potential Loyalists
13593,108,5,2037.0800000000002,77,1,Loyal Customers
13594,53,1,396.97,26,2,Need Attention
13596,6,2,697.04,133,0,Champions
13598,47,1,180.17000000000002,33,2,Potential Loyalists
13599,1,21,5153.67,171,3,Champions
13600,312,1,219.52,19,2,Lost / At Risk
13601,45,2,693.32,90,1,Champions
13602,65,1,428.89,23,2,Need Attention
13603,26,1,164.34,27,0,Potential Loyalists
13606,29,3,280.54,40,0,Potential Loyalists
13607,40,1,678.01,93,1,Potential Loyalists
13610,12,7,1131.88,165,3,Champions
13611,89,3,1171.8,67,1,Loyal Customers
13614,24,4,1610.46,171,1,Champions
13615,319,1,417.69,23,2,Lost / At Risk
13617,40,3,544.18,31,0,Potential Loyalists
13618,174,1,177.34,13,2,Lost / At Risk
13621,117,1,213.85,19,2,Lost / At Risk
13623,31,5,747.78,75,1,Champions
13626,253,1,257.23,19,2,Lost / At Risk
13627,59,5,1638.47,84,1,Loyal Customers
13629,23,11,7792.36,28,3,Champions
13630,5,7,2031.78,51,3,Champions
13631,100,11,3070.42,6,1,Loyal Customers
13632,25,5,2121.27,121,1,Champions
13634,33,5,1575.16,156,1,Champions
13635,68,1,1071.03,62,1,Need Attention
13636,37,5,949.12,57,1,Champions
13637,52,3,810.5,79,1,Loyal Customers
13638,16,1,122.64,8,0,Potential Loyalists
13639,74,1,1033.34,39,1,Need Attention
13642,216,1,354.8,57,2,Lost / At Risk
13643,31,3,519.44,24,0,Potential Loyalists
13644,16,4,2624.26,144,3,Champions
13645,120,1,252.1,5,2,Lost / At Risk
13647,10,4,1678.1200000000001,65,1,Champions
13649,257,2,346.6,23,2,Lost / At Risk
13650,17,6,1836.3400000000001,79,3,Champions
13651,35,2,94.2,6,2,Potential Loyalists
13652,46,3,1095.08,48,1,Champions
13654,43,6,2707.33,157,1,Champions
13655,114,2,932.97,52,1,Loyal Customers
13656,165,2,379.65,49,1,Lost / At Risk
13657,11,2,382.14,16,0,Potential Loyalists
13658,10,5,2639.17,91,3,Champions
13659,206,2,1573.2,92,1,Loyal Customers
13662,86,3,897.76,50,1,Loyal Customers
13663,179,1,189.47,13,2,Lost / At Risk
13666,60,3,84.65,12,2,Need Attention
13667,149,1,305.02,82,1,Lost / At Risk
13668,3,21,6363.59,284,3,Champions
13669,51,2,218.55,9,2,Potential Loyalists
13670,75,1,349.7,25,2,Need Attention
13672,301,2,186.39000000000001,4,2,Lost / At Risk
13673,19,2,396.92,47,0,Potential Loyalists
13675,151,2,486.82000000000005,25,2,Lost / At Risk
13678,152,1,232.6,16,2,Lost / At Risk
13680,1,4,3722.42,164,3,Champions
13681,18,4,827.83,37,0,Champions
13682,187,1,59.5,3,2,Lost / At Risk
13684,286,1,67.23,29,2,Lost / At Risk
13685,3,7,3119.44,29,3,Champions
13686,183,1,72.0,8,2,Lost / At Risk
13689,63,1,910.0,6,2,Need Attention
13690,59,1,172.25,9,2,Need Attention
13692,25,3,1488.32,48,1,Champions
13694,4,50,65039.62,366,3,Champions
13695,31,15,2504.13,46,3,Champions
13697,39,1,151.3,12,2,Potential Loyalists
13699,155,1,308.58000000000004,14,2,Lost / At Risk
13700,26,10,2265.12,139,3,Champions
13703,318,1,99.5,1,2,Lost / At Risk
13704,5,9,2308.06,111,3,Champions
13705,8,3,711.86,25,0,Champions
13706,303,1,330.79,20,2,Lost / At Risk
13707,267,2,806.41,48,1,Loyal Customers
13708,271,1,296.88,49,2,Lost / At Risk
13709,4,13,6328.05,244,3,Champions
13710,32,1,180.48,8,2,Potential Loyalists
13711,219,2,252.06,11,2,Lost / At Risk
13712,247,1,228.84,10,2,Lost / At Risk
13715,281,5,1079.34,89,1,Loyal Customers
13716,269,1,138.28,21,2,Lost / At Risk
13717,32,6,1445.01,92,1,Champions
13718,246,2,306.55,9,2,Lost / At Risk
13719,15,5,1041.68,56,1,Champions
13720,117,4,799.9,42,1,Loyal Customers
13721,36,1,524.14,28,0,Potential Loyalists
13722,132,3,2375.41,75,1,Loyal Customers
13723,217,1,199.85000000000002,6,2,Lost / At Risk
13725,50,8,1980.56,95,1,Champions
13726,39,2,1079.66,39,1,Champions
13727,29,2,333.48,19,0,Potential Loyalists
13728,37,6,1016.14,38,1,Champions
13730,136,2,752.6,38,1,Loyal Customers
13731,219,2,610.59,36,1,Lost / At Risk
13732,28,1,491.86,33,0,Potential Loyalists
13735,25,4,2885.2400000000002,158,1,Champions
13736,5,2,731.9,166,0,Champions
13737,200,1,339.6,29,2,Lost / At Risk
13739,18,1,216.9,3,2,Potential Loyalists
13740,241,1,350.75,23,2,Lost / At Risk
13741,72,3,668.4300000000001,34,1,Need Attention
13742,17,12,3131.02,200,3,Champions
13743,3,7,1341.6,8,0,Champions
13744,95,2,1156.36,54,1,Loyal Customers
13745,162,1,300.04,25,2,Lost / At Risk
13747,374,1,79.6,1,2,Lost / At Risk
13748,96,5,948.25,24,1,Loyal Customers
13750,54,5,1647.26,20,1,Loyal Customers
13751,288,1,296.25,9,2,Lost / At Risk
13752,124,6,1186.28,64,1,Loyal Customers
13753,288,1,741.26,35,2,Lost / At Risk
13754,152,2,282.6,11,2,Lost / At Risk
13755,4,9,2161.35,232,3,Champions
13756,2,14,5189.52,66,3,Champions
13758,12,7,3190.55,104,3,Champions
13759,33,2,659.4100000000001,24,0,Potential Loyalists
13760,54,2,286.79,50,0,Need Attention
13761,50,2,1070.65,68,1,Champions
13762,219,1,306.72,7,2,Lost / At Risk
13763,63,1,1714.96,15,1,Need Attention
13764,71,3,1521.76,183,1,Loyal Customers
13767,2,37,17220.36,55,3,Champions
13769,2,10,2796.51,73,3,Champions
13771,64,4,2634.45,114,1,Loyal Customers
13772,34,3,1132.13,141,1,Champions
13774,82,1,345.0,22,2,Lost / At Risk
13777,1,33,25977.16,36,3,Champions
13778,103,1,178.7,9,2,Lost / At Risk
13780,7,2,360.01,56,0,Potential Loyalists
13781,251,1,127.84,17,2,Lost / At Risk
13782,13,6,912.0,96,3,Champions
13784,10,11,2462.79,9,3,Champions
13786,367,1,230.4,7,2,Lost / At Risk
13787,76,2,309.04,24,2,Need Attention
13790,4,1,348.79999999999995,45,0,Potential Loyalists
13791,128,2,1516.0,7,2,Loyal Customers
13792,66,2,195.55,13,2,Need Attention
13798,1,57,37153.85,113,3,Champions
13799,117,2,688.86,32,1,Loyal Customers
13800,310,1,558.32,33,2,Lost / At Risk
13801,67,1,324.8,23,2,Need Attention
13802,139,3,4599.42,55,1,Loyal Customers
13803,255,1,277.07,17,2,Lost / At Risk
13804,31,7,2635.79,124,3,Champions
13805,52,2,924.5999999999999,10,0,Loyal Customers
13806,64,1,256.38,10,2,Need Attention
13807,367,1,112.6,7,2,Lost / At Risk
13808,6,5,1747.66,70,3,Champions
13809,305,1,155.05,11,2,Lost / At Risk
13810,29,3,1499.01,32,1,Champions
13811,184,3,814.5,7,2,Loyal Customers
13812,42,3,539.0,33,1,Potential Loyalists
13813,40,4,1366.8600000000001,54,1,Champions
13814,92,2,1579.12,37,1,Loyal Customers
13815,22,4,4027.36,132,3,Champions
13816,24,2,571.6700000000001,25,0,Potential Loyalists
13817,29,2,382.98,20,0,Potential Loyalists
13819,302,3,1140.35,26,1,Loyal Customers
13821,145,2,385.64,51,1,Lost / At Risk
13822,6,2,632.0,90,0,Potential Loyalists
13823,19,2,957.66,39,0,Champions
13824,33,5,1698.94,34,1,Champions
13826,176,1,189.5,10,2,Lost / At Risk
13827,58,3,412.05,83,1,Need Attention
13828,22,1,209.49,15,0,Potential Loyalists
13831,16,6,2202.99,58,3,Champions
13832,19,1,52.2,3,2,Potential Loyalists
13833,159,1,384.8,28,2,Lost / At Risk
13835,25,4,834.57,48,1,Champions
13837,212,2,271.24,17,2,Lost / At Risk
13838,6,4,691.73,144,0,Champions
13841,253,1,85.0,1,2,Lost / At Risk
13842,59,9,3385.62,155,3,Loyal Customers
13844,11,1,361.62,20,0,Potential Loyalists
13845,65,1,312.98,9,2,Need Attention
13846,25,3,865.0600000000001,55,1,Champions
13848,92,3,1255.0,3,2,Loyal Customers
13849,52,2,1537.95,97,1,Loyal Customers
13850,129,1,1595.48,93,1,Lost / At Risk
13851,96,3,2651.46,77,1,Loyal Customers
13853,57,1,1090.1399999999999,23,0,Need Attention
13854,9,25,8109.5199999999995,39,3,Champions
13856,169,3,388.5,10,2,Lost / At Risk
13858,57,1,216.17000000000002,11,2,Need Attention
13859,326,1,201.16,27,2,Lost / At Risk
13860,1,5,1245.9,58,3,Champions
13862,18,8,2209.36,97,3,Champions
13863,248,1,305.78,20,2,Lost / At Risk
13865,58,4,501.56,26,1,Need Attention
13866,74,1,145.67,7,2,Need Attention
13867,31,3,1015.29,51,1,Champions
13868,7,2,3192.54,32,0,Champions
13869,123,4,3104.9500000000003,234,1,Loyal Customers
13870,2,8,2770.94,91,3,Champions
13871,23,13,6403.25,155,3,Champions
13873,120,3,389.6,21,2,Lost / At Risk
13874,358,1,540.45,18,2,Lost / At Risk
13875,54,5,1786.79,79,1,Loyal Customers
13876,64,1,122.7,7,2,Need Attention
13877,86,1,117.24,3,2,Lost / At Risk
13878,55,1,1281.53,35,1,Need Attention
13880,21,13,3219.77,125,3,Champions
13881,4,20,17159.52,72,3,Champions
13882,3,5,1191.13,54,3,Champions
13883,11,5,2674.48,108,3,Champions
13884,7,5,787.6,45,0,Champions
13885,189,2,506.8,28,2,Lost / At Risk
13886,71,1,243.56,16,2,Need Attention
13887,204,1,349.55,19,2,Lost / At Risk
13888,120,2,605.63,38,1,Lost / At Risk
13889,93,1,416.90000000000003,15,2,Lost / At Risk
13890,1,10,1883.81,74,3,Champions
13892,27,4,632.97,26,0,Potential Loyalists
13893,298,1,821.1,21,2,Lost / At Risk
13894,24,3,564.62,25,0,Potential Loyalists
13895,28,4,2593.07,97,1,Champions
13897,50,1,311.16,17,2,Potential Loyalists
13898,326,1,155.93,12,2,Lost / At Risk
13899,16,2,388.52,19,0,Potential Loyalists
13900,183,3,740.95,42,1,Loyal Customers
13901,72,5,2867.2000000000003,144,1,Loyal Customers
13904,37,2,332.64,24,0,Potential Loyalists
13908,80,4,2369.55,104,1,Loyal Customers
13911,57,9,2580.91,120,3,Loyal Customers
13914,12,2,626.45,28,0,Potential Loyalists
13917,50,2,272.04,16,2,Potential Loyalists
13918,50,2,1212.8400000000001,30,1,Champions
13919,59,2,384.81,24,0,Need Attention
13922,352,1,172.25,7,2,Lost / At Risk
13923,54,1,351.13,20,2,Need Attention
13924,2,6,1838.8500000000001,90,3,Champions
13925,93,4,678.25,28,1,Loyal Customers
13926,23,1,223.85000000000002,11,0,Potential Loyalists
13927,75,1,348.99,21,2,Need Attention
13928,11,4,464.57,23,0,Potential Loyalists
13929,169,2,842.65,8,2,Loyal Customers
13930,58,2,337.34,15,2,Need Attention
13931,96,2,1237.53,56,1,Loyal Customers
13932,295,1,307.4,16,2,Lost / At Risk
13933,109,2,608.79,23,2,Lost / At Risk
13934,264,1,922.1,31,2,Lost / At Risk
13936,180,1,376.58,26,2,Lost / At Risk
13937,169,1,158.85,9,2,Lost / At Risk
13938,35,1,71.66,7,2,Potential Loyalists
13939,23,3,568.55,43,0,Potential Loyalists
13940,17,4,839.14,39,0,Champions
13941,22,5,5112.96,24,1,Champions
13946,79,3,561.57,11,2,Lost / At Risk
13947,65,1,90.60000000000001,5,2,Need Attention
13948,361,1,102.0,3,2,Lost / At Risk
13949,3,6,2427.32,124,3,Champions
13950,11,4,745.0600000000001,33,0,Champions
13951,176,3,674.45,38,1,Lost / At Risk
13952,218,2,3251.071,120,1,Loyal Customers
13953,7,7,3515.68,8,3,Champions
13954,2,2,439.92,24,0,Potential Loyalists
13955,154,2,322.96,33,2,Lost / At Risk
13956,5,5,1026.42,123,3,Champions
13959,79,3,598.2,79,1,Lost / At Risk
13960,21,2,230.22,11,0,Potential Loyalists
13962,22,2,169.54999999999998,11,0,Potential Loyalists
13963,308,4,664.54,35,1,Lost / At Risk
13967,146,1,80.7,2,2,Lost / At Risk
13969,7,18,9053.94,334,3,Champions
13971,19,8,2758.26,118,3,Champions
13972,71,2,190.25,15,2,Need Attention
13973,287,1,264.7,11,2,Lost / At Risk
13974,49,1,413.59000000000003,28,0,Potential Loyalists
13975,31,6,2526.28,240,3,Champions
13976,207,1,357.98,10,2,Lost / At Risk
13978,15,2,196.79,14,0,Potential Loyalists
13979,73,1,869.87,54,1,Need Attention
13980,60,1,200.14,11,2,Need Attention
13982,39,4,1871.81,72,1,Champions
13983,30,12,2603.43,91,3,Champions
13984,27,5,920.51,14,0,Champions
13985,4,15,7060.13,108,3,Champions
13986,17,1,320.46,12,0,Potential Loyalists
13988,20,6,4147.96,188,3,Champions
13989,66,2,1266.08,33,1,Loyal Customers
13990,213,1,311.3,16,2,Lost / At Risk
13991,12,6,855.97,58,1,Champions
13992,30,1,76.8,5,2,Potential Loyalists
13993,43,9,3466.36,66,3,Champions
13994,4,6,2313.14,122,3,Champions
13995,15,5,1393.69,55,1,Champions
13999,10,12,3901.81,102,3,Champions
14000,211,1,635.66,15,2,Lost / At Risk
